3ccd2e71c21c12fdae2edee276bfc776ae6f84eb8b345aa47f0262a4a5f83147,2017-02,West Midlands Police,West Midlands Police,-2.029981,52.568931,On or near Latches Close,E01010263,Walsall 033B,Possession of weapons,Unable to prosecute suspect,
d64906bcc6bced217c7ad94ab8d01e4305f565db6c1f142eecd5f3dd6d4d89e3,2017-02,West Midlands Police,West Midlands Police,-1.981543,52.571334,On or near Collins Street,E01010344,Walsall 034F,Possession of weapons,Unable to prosecute suspect,
40dc6661020968f099ff70142d7b4c5c1f6c07e856db0521987ee49d29de4b54,2017-02,West Midlands Police,West Midlands Police,-1.981677,52.567235,On or near Brockhurst Street,E01010335,Walsall 037A,Possession of weapons,Investigation complete; no suspect identified,
da30a80024cb023f2002ea12b69257988e21e105dd85fc8cebd669702b4c0a28,2017-02,West Midlands Police,West Midlands Police,-2.146207,52.620698,On or near Hambledon Close,E01010496,Wolverhampton 003A,Possession of weapons,Offender given a caution,
ccb75ce68d029de395e20475b881bb5a09ca79bc4708367df8c70384479ab164,2017-02,West Midlands Police,West Midlands Police,-2.105114,52.614601,On or near Emerson Road,E01010481,Wolverhampton 004D,Possession of weapons,Unable to prosecute suspect,
ae1a49fb0eca6717c098336601ec1479b1ea7157cb8508100e54e6fcecad6c03,2017-02,West Midlands Police,West Midlands Police,-2.105114,52.614601,On or near Emerson Road,E01010481,Wolverhampton 004D,Possession of weapons,Unable to prosecute suspect,
f5c467a371f4b79796f059d1e973e07e8058199e37506196fb07b13cc9065525,2017-02,West Midlands Police,West Midlands Police,-2.152167,52.618434,On or near Gainford Close,E01010542,Wolverhampton 009C,Possession of weapons,Unable to prosecute suspect,
e3c8b63ecd18dd70223bdc300f498e67c61d719f1b2769aa07df76a6f5e4f0b0,2017-02,West Midlands Police,West Midlands Police,-2.108430,52.600107,On or near Petrol Station,E01010480,Wolverhampton 011C,Possession of weapons,Offender given suspended prison sentence,
ee82f3f2c0ebf2ea832e4b5ec8a5b0ec879b2bc1be6c2daf3a5600249ff9fb26,2017-02,West Midlands Police,West Midlands Police,-2.148773,52.597654,On or near Firsbrook Close,E01010524,Wolverhampton 013C,Possession of weapons,Investigation complete; no suspect identified,
9669c2b43de4b13a5b2d85c6ae2fb1f8ca063bcc768803de730244b42208fcfd,2017-02,West Midlands Police,West Midlands Police,-2.148009,52.594373,On or near Denmark Close,E01010511,Wolverhampton 017D,Possession of weapons,Unable to prosecute suspect,
1b8fd340214d60c28cc408dd2be8f3c98efae51153b2c19cb9e463d12dd80572,2017-02,West Midlands Police,West Midlands Police,-2.128141,52.585056,On or near Shopping Area,E01010521,Wolverhampton 020F,Possession of weapons,Offender given community sentence,
2d54e4e19ce4e9643cd894dddfd59f660a97b4ccbbe1f86c4c7e03e3a38e2d11,2017-02,West Midlands Police,West Midlands Police,-2.130031,52.585243,On or near Shopping Area,E01010521,Wolverhampton 020F,Possession of weapons,Offender sent to prison,
e72bc803975c7cf2e691533501f00353642732bdacf961314073c252000df168,2017-02,West Midlands Police,West Midlands Police,-2.124679,52.587298,On or near Parking Area,E01010521,Wolverhampton 020F,Possession of weapons,Unable to prosecute suspect,
c8086a4b6e29526c3b7da52552d6c47f74c41686dc8d66bf786b32908226148e,2017-02,West Midlands Police,West Midlands Police,-2.088378,52.584311,On or near Tyburn Road,E01010446,Wolverhampton 023E,Possession of weapons,Status update unavailable,
8e582aaeb640a1ec1368bee05eb9efbee31a3e1bde1c0783882e41dab574eb6b,2017-02,West Midlands Police,West Midlands Police,-2.148421,52.572105,On or near The Minster,E01010467,Wolverhampton 026A,Possession of weapons,Court result unavailable,
726bfb643af4dbb533850416e3c533f22ce7c05181acdcaf8917d30eae4cf283,2017-02,West Midlands Police,West Midlands Police,-2.077600,52.565520,On or near Supermarket,E01010414,Wolverhampton 027A,Possession of weapons,Court result unavailable,
f3c794d414b68f55972114532506f921b4c4cdbebd13d620b59e1590d1815088,2017-02,West Midlands Police,West Midlands Police,-2.061102,52.572497,On or near Chantry Crescent,E01010415,Wolverhampton 027B,Possession of weapons,Defendant found not guilty,
