dromeyexes.csv:17_18,20/04/2017,578949,"Jack Dromey","Birmingham, Erdington BC","Staffing","Public Tr RAIL Volunteer - RT","Ed Travel","Ed Travel","Volunteer Travel","Home","Westminster","Standard","0","0",18.35,18.35,0.00,0.00,Paid,
dromeyexes.csv:17_18,20/04/2017,578958,"Jack Dromey","Birmingham, Erdington BC","Office Costs","Waste Disposal","Shredding","Shredding",,,,,,,48.00,48.00,0.00,0.00,Paid,
dromeyexes.csv:17_18,21/04/2017,578955,"Jack Dromey","Birmingham, Erdington BC","Office Costs","Other Equip Purchase","Keys Cut","Keys Cut",,,,,,,20.40,20.40,0.00,0.00,Paid,
dromeyexes.csv:17_18,21/04/2017,578949,"Jack Dromey","Birmingham, Erdington BC","Staffing","Public Tr RAIL Volunteer - RT","Ed Travel","Ed Travel","Volunteer Travel","Home","Westminster","Standard","0","0",18.35,18.35,0.00,0.00,Paid,
dromeyexes.csv:17_18,22/04/2017,578494,"Jack Dromey","Birmingham, Erdington BC","MP Travel","Public Tr RAIL - RTN","April Payment Card","WEST COAST TRAINS","Between London & Constituency","London","Constituency","Standard","0","0",116.15,116.15,0.00,0.00,Paid,
dromeyexes.csv:17_18,24/04/2017,578952,"Jack Dromey","Birmingham, Erdington BC","Office Costs","IT/Other Equipment Hire","Photocopier","Photocopier",,,,,,,674.78,674.78,0.00,0.00,Paid,
dromeyexes.csv:17_18,24/04/2017,578949,"Jack Dromey","Birmingham, Erdington BC","Staffing","Public Tr RAIL Volunteer - RT","Ed Travel","Ed Travel","Volunteer Travel","Home","Westminster","Standard","0","0",18.35,18.35,0.00,0.00,Paid,
dromeyexes.csv:17_18,25/04/2017,580947,"Jack Dromey","Birmingham, Erdington BC","Accommodation","Telephone Usage/Rental","Telephone","Telephone April",,,,,,,42.45,42.45,0.00,0.00,Paid,
dromeyexes.csv:17_18,25/04/2017,578949,"Jack Dromey","Birmingham, Erdington BC","Staffing","Public Tr RAIL Volunteer - RT","Ed Travel","Ed Travel","Volunteer Travel","Home","Westminster","Standard","0","0",18.35,18.35,0.00,0.00,Paid,
dromeyexes.csv:17_18,26/04/2017,578949,"Jack Dromey","Birmingham, Erdington BC","Staffing","Public Tr RAIL Volunteer - RT","Ed Travel","Ed Travel","Volunteer Travel","Home","Westminster","Standard","0","0",18.35,18.35,0.00,0.00,Paid,
dromeyexes.csv:17_18,02/05/2017,579509,"Jack Dromey","Birmingham, Erdington BC","Office Costs","Venue Hire Surgery/Meeting","New Heights","New Heights",,,,,,,25.00,25.00,0.00,0.00,Paid,
